epoch	relation	uuas	correct	total
0	acomp	0.8125	39	48
0	advcl	0.1638	48	293
0	advmod	0.6614	844	1276
0	amod	0.7698	1929	2506
0	appos	0.5471	151	276
0	aux	0.6653	825	1240
0	auxpass	0.8252	236	286
0	cc	0.3998	401	1003
0	ccomp	0.5009	277	553
0	conj	0.5173	522	1009
0	cop	0.5515	182	330
0	csubj	0.5333	8	15
0	csubjpass	0.0000	0	1
0	dep	0.4397	248	564
0	det	0.6859	2282	3327
0	discourse	0.1429	1	7
0	dobj	0.7330	1200	1637
0	expl	0.8125	26	32
0	iobj	0.5000	9	18
0	mark	0.4513	190	421
0	mwe	1.0000	51	51
0	neg	0.5829	116	199
0	nn	0.7014	2264	3228
0	npadvmod	0.6349	120	189
0	nsubj	0.6529	1815	2780
0	nsubjpass	0.6245	158	253
0	num	0.7988	917	1148
0	number	0.7455	334	448
0	parataxis	0.3036	17	56
0	pcomp	0.7692	160	208
0	pobj	0.6072	2274	3745
0	poss	0.5712	405	709
0	possessive	0.2894	123	425
0	preconj	0.4545	5	11
0	predet	0.7143	10	14
0	prep	0.6910	2614	3783
0	prt	0.8879	103	116
0	quantmod	0.4792	92	192
0	rcmod	0.3069	89	290
0	tmod	0.5697	139	244
0	vmod	0.5266	188	357
0	xcomp	0.6131	244	398
1	acomp	0.8125	39	48
1	advcl	0.1468	43	293
1	advmod	0.6489	828	1276
1	amod	0.7470	1872	2506
1	appos	0.5036	139	276
1	aux	0.7089	879	1240
1	auxpass	0.8706	249	286
1	cc	0.3878	389	1003
1	ccomp	0.4810	266	553
1	conj	0.5064	511	1009
1	cop	0.6182	204	330
1	csubj	0.6000	9	15
1	csubjpass	1.0000	1	1
1	dep	0.4362	246	564
1	det	0.7003	2330	3327
1	discourse	0.4286	3	7
1	dobj	0.7227	1183	1637
1	expl	0.8125	26	32
1	iobj	0.5556	10	18
1	mark	0.4774	201	421
1	mwe	0.9804	50	51
1	neg	0.4070	81	199
1	nn	0.6995	2258	3228
1	npadvmod	0.6349	120	189
1	nsubj	0.6442	1791	2780
1	nsubjpass	0.6087	154	253
1	num	0.7988	917	1148
1	number	0.7946	356	448
1	parataxis	0.2679	15	56
1	pcomp	0.8173	170	208
1	pobj	0.6222	2330	3745
1	poss	0.4922	349	709
1	possessive	0.4329	184	425
1	preconj	0.2727	3	11
1	predet	0.2857	4	14
1	prep	0.6772	2562	3783
1	prt	0.9397	109	116
1	quantmod	0.4740	91	192
1	rcmod	0.2897	84	290
1	tmod	0.5205	127	244
1	vmod	0.5602	200	357
1	xcomp	0.6457	257	398
2	acomp	0.8750	42	48
2	advcl	0.1638	48	293
2	advmod	0.7398	944	1276
2	amod	0.8216	2059	2506
2	appos	0.6159	170	276
2	aux	0.7766	963	1240
2	auxpass	0.8671	248	286
2	cc	0.5284	530	1003
2	ccomp	0.6329	350	553
2	conj	0.5173	522	1009
2	cop	0.6303	208	330
2	csubj	0.7333	11	15
2	csubjpass	0.0000	0	1
2	dep	0.5195	293	564
2	det	0.7734	2573	3327
2	discourse	0.5714	4	7
2	dobj	0.8393	1374	1637
2	expl	0.8438	27	32
2	iobj	0.8333	15	18
2	mark	0.5582	235	421
2	mwe	1.0000	51	51
2	neg	0.7085	141	199
2	nn	0.7395	2387	3228
2	npadvmod	0.8624	163	189
2	nsubj	0.7637	2123	2780
2	nsubjpass	0.7747	196	253
2	num	0.8685	997	1148
2	number	0.8728	391	448
2	parataxis	0.3036	17	56
2	pcomp	0.8750	182	208
2	pobj	0.7965	2983	3745
2	poss	0.6023	427	709
2	possessive	0.4518	192	425
2	preconj	0.2727	3	11
2	predet	0.7143	10	14
2	prep	0.7774	2941	3783
2	prt	0.9655	112	116
2	quantmod	0.5677	109	192
2	rcmod	0.3897	113	290
2	tmod	0.6721	164	244
2	vmod	0.6807	243	357
2	xcomp	0.8291	330	398
3	acomp	0.8750	42	48
3	advcl	0.1536	45	293
3	advmod	0.7406	945	1276
3	amod	0.8272	2073	2506
3	appos	0.6014	166	276
3	aux	0.7887	978	1240
3	auxpass	0.8636	247	286
3	cc	0.5214	523	1003
3	ccomp	0.6329	350	553
3	conj	0.5253	530	1009
3	cop	0.6667	220	330
3	csubj	0.7333	11	15
3	csubjpass	0.0000	0	1
3	dep	0.5142	290	564
3	det	0.7863	2616	3327
3	discourse	0.5714	4	7
3	dobj	0.8393	1374	1637
3	expl	0.8438	27	32
3	iobj	0.8889	16	18
3	mark	0.5748	242	421
3	mwe	1.0000	51	51
3	neg	0.7487	149	199
3	nn	0.7370	2379	3228
3	npadvmod	0.9048	171	189
3	nsubj	0.7633	2122	2780
3	nsubjpass	0.7747	196	253
3	num	0.8720	1001	1148
3	number	0.8817	395	448
3	parataxis	0.3214	18	56
3	pcomp	0.8750	182	208
3	pobj	0.8011	3000	3745
3	poss	0.6065	430	709
3	possessive	0.4706	200	425
3	preconj	0.2727	3	11
3	predet	0.7857	11	14
3	prep	0.7787	2946	3783
3	prt	0.9655	112	116
3	quantmod	0.5677	109	192
3	rcmod	0.3793	110	290
3	tmod	0.6885	168	244
3	vmod	0.6779	242	357
3	xcomp	0.8040	320	398
4	acomp	0.8958	43	48
4	advcl	0.1638	48	293
4	advmod	0.7578	967	1276
4	amod	0.8216	2059	2506
4	appos	0.5978	165	276
4	aux	0.7758	962	1240
4	auxpass	0.8951	256	286
4	cc	0.5274	529	1003
4	ccomp	0.6203	343	553
4	conj	0.5243	529	1009
4	cop	0.6333	209	330
4	csubj	0.5333	8	15
4	csubjpass	0.0000	0	1
4	dep	0.5195	293	564
4	det	0.7947	2644	3327
4	discourse	0.5714	4	7
4	dobj	0.8412	1377	1637
4	expl	0.8438	27	32
4	iobj	0.8333	15	18
4	mark	0.5891	248	421
4	mwe	1.0000	51	51
4	neg	0.7286	145	199
4	nn	0.7432	2399	3228
4	npadvmod	0.8783	166	189
4	nsubj	0.7655	2128	2780
4	nsubjpass	0.7826	198	253
4	num	0.8824	1013	1148
4	number	0.8728	391	448
4	parataxis	0.2679	15	56
4	pcomp	0.8846	184	208
4	pobj	0.7960	2981	3745
4	poss	0.5966	423	709
4	possessive	0.4329	184	425
4	preconj	0.2727	3	11
4	predet	0.7857	11	14
4	prep	0.7864	2975	3783
4	prt	0.9655	112	116
4	quantmod	0.5625	108	192
4	rcmod	0.3931	114	290
4	tmod	0.7213	176	244
4	vmod	0.6835	244	357
4	xcomp	0.8367	333	398
5	acomp	0.8542	41	48
5	advcl	0.1536	45	293
5	advmod	0.7578	967	1276
5	amod	0.8196	2054	2506
5	appos	0.6232	172	276
5	aux	0.7790	966	1240
5	auxpass	0.8916	255	286
5	cc	0.5304	532	1003
5	ccomp	0.6383	353	553
5	conj	0.5154	520	1009
5	cop	0.6455	213	330
5	csubj	0.6667	10	15
5	csubjpass	0.0000	0	1
5	dep	0.5035	284	564
5	det	0.7812	2599	3327
5	discourse	0.4286	3	7
5	dobj	0.8467	1386	1637
5	expl	0.8438	27	32
5	iobj	0.7778	14	18
5	mark	0.5748	242	421
5	mwe	1.0000	51	51
5	neg	0.7035	140	199
5	nn	0.7410	2392	3228
5	npadvmod	0.8783	166	189
5	nsubj	0.7676	2134	2780
5	nsubjpass	0.7787	197	253
5	num	0.8702	999	1148
5	number	0.8772	393	448
5	parataxis	0.2500	14	56
5	pcomp	0.8894	185	208
5	pobj	0.7997	2995	3745
5	poss	0.5896	418	709
5	possessive	0.4682	199	425
5	preconj	0.3636	4	11
5	predet	0.6429	9	14
5	prep	0.7867	2976	3783
5	prt	0.9828	114	116
5	quantmod	0.5729	110	192
5	rcmod	0.3897	113	290
5	tmod	0.6721	164	244
5	vmod	0.6639	237	357
5	xcomp	0.8166	325	398
6	acomp	0.8958	43	48
6	advcl	0.1536	45	293
6	advmod	0.7578	967	1276
6	amod	0.8288	2077	2506
6	appos	0.6123	169	276
6	aux	0.7798	967	1240
6	auxpass	0.8951	256	286
6	cc	0.5344	536	1003
6	ccomp	0.6474	358	553
6	conj	0.5154	520	1009
6	cop	0.6606	218	330
6	csubj	0.5333	8	15
6	csubjpass	0.0000	0	1
6	dep	0.5124	289	564
6	det	0.7953	2646	3327
6	discourse	0.5714	4	7
6	dobj	0.8314	1361	1637
6	expl	0.9062	29	32
6	iobj	0.8333	15	18
6	mark	0.5701	240	421
6	mwe	1.0000	51	51
6	neg	0.7186	143	199
6	nn	0.7376	2381	3228
6	npadvmod	0.8889	168	189
6	nsubj	0.7615	2117	2780
6	nsubjpass	0.7787	197	253
6	num	0.8815	1012	1148
6	number	0.8683	389	448
6	parataxis	0.2679	15	56
6	pcomp	0.8702	181	208
