epoch	train_loss	dev_loss	dev_uuas
0	1.261176	1.783497	0.0857
1	1.246157	1.796922	0.0835
2	1.153896	1.825275	0.0827
3	1.130042	1.826600	0.0830
4	1.126551	1.827211	0.0828
5	1.126063	1.827239	0.0828
