epoch	relation	uuas	correct	total
0	acomp	0.1042	5	48
0	advcl	0.0819	24	293
0	advmod	0.0909	116	1276
0	amod	0.1097	275	2506
0	appos	0.1268	35	276
0	aux	0.0766	95	1240
0	auxpass	0.0839	24	286
0	cc	0.0508	51	1003
0	ccomp	0.0850	47	553
0	conj	0.1348	136	1009
0	cop	0.1121	37	330
0	csubj	0.1333	2	15
0	csubjpass	0.0000	0	1
0	dep	0.1472	83	564
0	det	0.0454	151	3327
0	discourse	0.2857	2	7
0	dobj	0.0690	113	1637
0	expl	0.0938	3	32
0	iobj	0.1667	3	18
0	mark	0.0451	19	421
0	mwe	0.0392	2	51
0	neg	0.1809	36	199
0	nn	0.1208	390	3228
0	npadvmod	0.0106	2	189
0	nsubj	0.1076	299	2780
0	nsubjpass	0.1225	31	253
0	num	0.1028	118	1148
0	number	0.1295	58	448
0	parataxis	0.1071	6	56
0	pcomp	0.0625	13	208
0	pobj	0.0665	249	3745
0	poss	0.0649	46	709
0	possessive	0.2047	87	425
0	preconj	0.2727	3	11
0	predet	0.0000	0	14
0	prep	0.0500	189	3783
0	prt	0.0948	11	116
0	quantmod	0.0833	16	192
0	rcmod	0.0966	28	290
0	tmod	0.0984	24	244
0	vmod	0.0728	26	357
0	xcomp	0.0779	31	398
1	acomp	0.1458	7	48
1	advcl	0.0922	27	293
1	advmod	0.0792	101	1276
1	amod	0.1221	306	2506
1	appos	0.1051	29	276
1	aux	0.0718	89	1240
1	auxpass	0.0664	19	286
1	cc	0.0618	62	1003
1	ccomp	0.0597	33	553
1	conj	0.1417	143	1009
1	cop	0.1212	40	330
1	csubj	0.2000	3	15
1	csubjpass	0.0000	0	1
1	dep	0.1188	67	564
1	det	0.0547	182	3327
1	discourse	0.0000	0	7
1	dobj	0.0764	125	1637
1	expl	0.1562	5	32
1	iobj	0.0000	0	18
1	mark	0.0475	20	421
1	mwe	0.0000	0	51
1	neg	0.2010	40	199
1	nn	0.1217	393	3228
1	npadvmod	0.0370	7	189
1	nsubj	0.0892	248	2780
1	nsubjpass	0.0751	19	253
1	num	0.1150	132	1148
1	number	0.1116	50	448
1	parataxis	0.1071	6	56
1	pcomp	0.0625	13	208
1	pobj	0.0590	221	3745
1	poss	0.0621	44	709
1	possessive	0.2306	98	425
1	preconj	0.2727	3	11
1	predet	0.0714	1	14
1	prep	0.0471	178	3783
1	prt	0.0345	4	116
1	quantmod	0.0521	10	192
1	rcmod	0.0759	22	290
1	tmod	0.0779	19	244
1	vmod	0.0560	20	357
1	xcomp	0.0678	27	398
2	acomp	0.0833	4	48
2	advcl	0.0887	26	293
2	advmod	0.0768	98	1276
2	amod	0.1197	300	2506
2	appos	0.1341	37	276
2	aux	0.0774	96	1240
2	auxpass	0.0804	23	286
2	cc	0.0518	52	1003
2	ccomp	0.0561	31	553
2	conj	0.1407	142	1009
2	cop	0.1273	42	330
2	csubj	0.1333	2	15
2	csubjpass	0.0000	0	1
2	dep	0.1170	66	564
2	det	0.0463	154	3327
2	discourse	0.0000	0	7
2	dobj	0.0764	125	1637
2	expl	0.1250	4	32
2	iobj	0.0556	1	18
2	mark	0.0665	28	421
2	mwe	0.0588	3	51
2	neg	0.2161	43	199
2	nn	0.1162	375	3228
2	npadvmod	0.0370	7	189
2	nsubj	0.0953	265	2780
2	nsubjpass	0.0791	20	253
2	num	0.1063	122	1148
2	number	0.1161	52	448
2	parataxis	0.0536	3	56
2	pcomp	0.0769	16	208
2	pobj	0.0593	222	3745
2	poss	0.0705	50	709
2	possessive	0.1882	80	425
2	preconj	0.1818	2	11
2	predet	0.0714	1	14
2	prep	0.0473	179	3783
2	prt	0.0431	5	116
2	quantmod	0.0625	12	192
2	rcmod	0.0931	27	290
2	tmod	0.0861	21	244
2	vmod	0.0644	23	357
2	xcomp	0.0704	28	398
3	acomp	0.1042	5	48
3	advcl	0.0956	28	293
3	advmod	0.0760	97	1276
3	amod	0.1205	302	2506
3	appos	0.1268	35	276
3	aux	0.0726	90	1240
3	auxpass	0.0769	22	286
3	cc	0.0518	52	1003
3	ccomp	0.0615	34	553
3	conj	0.1397	141	1009
3	cop	0.1121	37	330
3	csubj	0.2000	3	15
3	csubjpass	0.0000	0	1
3	dep	0.1223	69	564
3	det	0.0457	152	3327
3	discourse	0.0000	0	7
3	dobj	0.0770	126	1637
3	expl	0.1250	4	32
3	iobj	0.0556	1	18
3	mark	0.0689	29	421
3	mwe	0.0392	2	51
3	neg	0.2111	42	199
3	nn	0.1177	380	3228
3	npadvmod	0.0370	7	189
3	nsubj	0.0964	268	2780
3	nsubjpass	0.0830	21	253
3	num	0.1028	118	1148
3	number	0.1183	53	448
3	parataxis	0.0536	3	56
3	pcomp	0.0721	15	208
3	pobj	0.0606	227	3745
3	poss	0.0733	52	709
3	possessive	0.1812	77	425
3	preconj	0.1818	2	11
3	predet	0.0714	1	14
3	prep	0.0497	188	3783
3	prt	0.0517	6	116
3	quantmod	0.0625	12	192
3	rcmod	0.0897	26	290
3	tmod	0.0902	22	244
3	vmod	0.0560	20	357
3	xcomp	0.0704	28	398
4	acomp	0.0833	4	48
4	advcl	0.0956	28	293
4	advmod	0.0760	97	1276
4	amod	0.1221	306	2506
4	appos	0.1268	35	276
4	aux	0.0694	86	1240
4	auxpass	0.0804	23	286
4	cc	0.0528	53	1003
4	ccomp	0.0597	33	553
4	conj	0.1388	140	1009
4	cop	0.1121	37	330
4	csubj	0.2000	3	15
4	csubjpass	0.0000	0	1
4	dep	0.1223	69	564
4	det	0.0457	152	3327
4	discourse	0.0000	0	7
4	dobj	0.0770	126	1637
4	expl	0.1250	4	32
4	iobj	0.0556	1	18
4	mark	0.0665	28	421
4	mwe	0.0392	2	51
4	neg	0.2060	41	199
4	nn	0.1171	378	3228
4	npadvmod	0.0370	7	189
4	nsubj	0.0960	267	2780
4	nsubjpass	0.0830	21	253
4	num	0.1045	120	1148
4	number	0.1183	53	448
4	parataxis	0.0536	3	56
4	pcomp	0.0721	15	208
4	pobj	0.0606	227	3745
4	poss	0.0719	51	709
4	possessive	0.1812	77	425
4	preconj	0.1818	2	11
4	predet	0.0714	1	14
4	prep	0.0494	187	3783
4	prt	0.0431	5	116
4	quantmod	0.0625	12	192
4	rcmod	0.0897	26	290
4	tmod	0.0902	22	244
4	vmod	0.0560	20	357
4	xcomp	0.0704	28	398
5	acomp	0.0833	4	48
5	advcl	0.0956	28	293
5	advmod	0.0760	97	1276
5	amod	0.1221	306	2506
