epoch	train_loss	dev_loss	dev_uuas
0	1.258387	2.104770	0.0836
1	1.237373	2.279465	0.0813
2	1.153123	2.439152	0.0810
3	1.131796	2.469129	0.0812
4	1.128610	2.470407	0.0813
5	1.128197	2.470718	0.0814
