epoch	relation	uuas	correct	total
0	acomp	0.0208	1	48
0	advcl	0.0853	25	293
0	advmod	0.0792	101	1276
0	amod	0.1137	285	2506
0	appos	0.1486	41	276
0	aux	0.0661	82	1240
0	auxpass	0.0385	11	286
0	cc	0.0499	50	1003
0	ccomp	0.0723	40	553
0	conj	0.1229	124	1009
0	cop	0.1212	40	330
0	csubj	0.2667	4	15
0	csubjpass	0.0000	0	1
0	dep	0.1206	68	564
0	det	0.0616	205	3327
0	discourse	0.1429	1	7
0	dobj	0.0696	114	1637
0	expl	0.2812	9	32
0	iobj	0.0000	0	18
0	mark	0.0641	27	421
0	mwe	0.0392	2	51
0	neg	0.2060	41	199
0	nn	0.1146	370	3228
0	npadvmod	0.0265	5	189
0	nsubj	0.0896	249	2780
0	nsubjpass	0.0988	25	253
0	num	0.0941	108	1148
0	number	0.1295	58	448
0	parataxis	0.1071	6	56
0	pcomp	0.0625	13	208
0	pobj	0.0654	245	3745
0	poss	0.0691	49	709
0	possessive	0.2212	94	425
0	preconj	0.1818	2	11
0	predet	0.0000	0	14
0	prep	0.0539	204	3783
0	prt	0.0690	8	116
0	quantmod	0.0781	15	192
0	rcmod	0.0931	27	290
0	tmod	0.0943	23	244
0	vmod	0.0644	23	357
0	xcomp	0.0553	22	398
1	acomp	0.0833	4	48
1	advcl	0.0887	26	293
1	advmod	0.0784	100	1276
1	amod	0.1137	285	2506
1	appos	0.1304	36	276
1	aux	0.0653	81	1240
1	auxpass	0.0490	14	286
1	cc	0.0429	43	1003
1	ccomp	0.0597	33	553
1	conj	0.1407	142	1009
1	cop	0.1303	43	330
1	csubj	0.2000	3	15
1	csubjpass	0.0000	0	1
1	dep	0.1365	77	564
1	det	0.0520	173	3327
1	discourse	0.1429	1	7
1	dobj	0.0648	106	1637
1	expl	0.3438	11	32
1	iobj	0.0000	0	18
1	mark	0.0451	19	421
1	mwe	0.0196	1	51
1	neg	0.2261	45	199
1	nn	0.1090	352	3228
1	npadvmod	0.0423	8	189
1	nsubj	0.0928	258	2780
1	nsubjpass	0.0553	14	253
1	num	0.1054	121	1148
1	number	0.1094	49	448
1	parataxis	0.1250	7	56
1	pcomp	0.0385	8	208
1	pobj	0.0595	223	3745
1	poss	0.0635	45	709
1	possessive	0.2353	100	425
1	preconj	0.0909	1	11
1	predet	0.0000	0	14
1	prep	0.0510	193	3783
1	prt	0.0517	6	116
1	quantmod	0.0677	13	192
1	rcmod	0.0931	27	290
1	tmod	0.1025	25	244
1	vmod	0.0504	18	357
1	xcomp	0.0704	28	398
2	acomp	0.1042	5	48
2	advcl	0.0785	23	293
2	advmod	0.0784	100	1276
2	amod	0.1185	297	2506
2	appos	0.1232	34	276
2	aux	0.0508	63	1240
2	auxpass	0.0350	10	286
2	cc	0.0439	44	1003
2	ccomp	0.0651	36	553
2	conj	0.1318	133	1009
2	cop	0.1333	44	330
2	csubj	0.2000	3	15
2	csubjpass	0.0000	0	1
2	dep	0.1152	65	564
2	det	0.0556	185	3327
2	discourse	0.1429	1	7
2	dobj	0.0580	95	1637
2	expl	0.3125	10	32
2	iobj	0.0000	0	18
2	mark	0.0475	20	421
2	mwe	0.0392	2	51
2	neg	0.2312	46	199
2	nn	0.1137	367	3228
2	npadvmod	0.0317	6	189
2	nsubj	0.0946	263	2780
2	nsubjpass	0.0711	18	253
2	num	0.1185	136	1148
2	number	0.1116	50	448
2	parataxis	0.0893	5	56
2	pcomp	0.0433	9	208
2	pobj	0.0558	209	3745
2	poss	0.0649	46	709
2	possessive	0.2353	100	425
2	preconj	0.1818	2	11
2	predet	0.0000	0	14
2	prep	0.0492	186	3783
2	prt	0.0431	5	116
2	quantmod	0.0677	13	192
2	rcmod	0.1000	29	290
2	tmod	0.1066	26	244
2	vmod	0.0476	17	357
2	xcomp	0.0678	27	398
3	acomp	0.1042	5	48
3	advcl	0.0819	24	293
3	advmod	0.0799	102	1276
3	amod	0.1165	292	2506
3	appos	0.1304	36	276
3	aux	0.0524	65	1240
3	auxpass	0.0280	8	286
3	cc	0.0409	41	1003
3	ccomp	0.0651	36	553
3	conj	0.1338	135	1009
3	cop	0.1394	46	330
3	csubj	0.2000	3	15
3	csubjpass	0.0000	0	1
3	dep	0.1188	67	564
3	det	0.0589	196	3327
3	discourse	0.1429	1	7
3	dobj	0.0605	99	1637
3	expl	0.3125	10	32
3	iobj	0.0000	0	18
3	mark	0.0546	23	421
3	mwe	0.0392	2	51
3	neg	0.2261	45	199
3	nn	0.1137	367	3228
3	npadvmod	0.0317	6	189
3	nsubj	0.0935	260	2780
3	nsubjpass	0.0672	17	253
3	num	0.1167	134	1148
3	number	0.1071	48	448
3	parataxis	0.0893	5	56
3	pcomp	0.0481	10	208
3	pobj	0.0561	210	3745
3	poss	0.0663	47	709
3	possessive	0.2282	97	425
3	preconj	0.1818	2	11
3	predet	0.0000	0	14
3	prep	0.0473	179	3783
3	prt	0.0517	6	116
3	quantmod	0.0625	12	192
3	rcmod	0.0966	28	290
3	tmod	0.1025	25	244
3	vmod	0.0476	17	357
3	xcomp	0.0704	28	398
4	acomp	0.1042	5	48
4	advcl	0.0819	24	293
4	advmod	0.0807	103	1276
4	amod	0.1169	293	2506
4	appos	0.1304	36	276
4	aux	0.0524	65	1240
4	auxpass	0.0315	9	286
4	cc	0.0409	41	1003
4	ccomp	0.0633	35	553
4	conj	0.1338	135	1009
4	cop	0.1394	46	330
4	csubj	0.2000	3	15
4	csubjpass	0.0000	0	1
4	dep	0.1188	67	564
4	det	0.0592	197	3327
4	discourse	0.1429	1	7
4	dobj	0.0605	99	1637
4	expl	0.3125	10	32
4	iobj	0.0000	0	18
4	mark	0.0546	23	421
4	mwe	0.0392	2	51
4	neg	0.2261	45	199
4	nn	0.1146	370	3228
4	npadvmod	0.0317	6	189
4	nsubj	0.0935	260	2780
4	nsubjpass	0.0672	17	253
4	num	0.1167	134	1148
4	number	0.1071	48	448
4	parataxis	0.0893	5	56
4	pcomp	0.0529	11	208
4	pobj	0.0555	208	3745
4	poss	0.0677	48	709
4	possessive	0.2259	96	425
4	preconj	0.1818	2	11
4	predet	0.0000	0	14
4	prep	0.0473	179	3783
4	prt	0.0517	6	116
4	quantmod	0.0625	12	192
4	rcmod	0.0966	28	290
4	tmod	0.1025	25	244
4	vmod	0.0504	18	357
4	xcomp	0.0704	28	398
5	acomp	0.1042	5	48
5	advcl	0.0819	24	293
5	advmod	0.0807	103	1276
5	amod	0.1169	293	2506
5	appos	0.1304	36	276
5	aux	0.0524	65	1240
5	auxpass	0.0315	9	286
5	cc	0.0409	41	1003
5	ccomp	0.0633	35	553
5	conj	0.1338	135	1009
5	cop	0.1394	46	330
5	csubj	0.2000	3	15
5	csubjpass	0.0000	0	1
5	dep	0.1188	67	564
5	det	0.0595	198	3327
5	discourse	0.1429	1	7
5	dobj	0.0605	99	1637
5	expl	0.3125	10	32
5	iobj	0.0000	0	18
5	mark	0.0546	23	421
5	mwe	0.0392	2	51
5	neg	0.2261	45	199
5	nn	0.1146	370	3228
5	npadvmod	0.0317	6	189
5	nsubj	0.0935	260	2780
5	nsubjpass	0.0672	17	253
5	num	0.1167	134	1148
5	number	0.1071	48	448
5	parataxis	0.0893	5	56
5	pcomp	0.0529	11	208
5	pobj	0.0555	208	3745
5	poss	0.0677	48	709
5	possessive	0.2259	96	425
5	preconj	0.1818	2	11
5	predet	0.0000	0	14
5	prep	0.0476	180	3783
5	prt	0.0517	6	116
5	quantmod	0.0625	12	192
5	rcmod	0.0966	28	290
5	tmod	0.1025	25	244
5	vmod	0.0504	18	357
5	xcomp	0.0704	28	398
