epoch	train_loss	dev_loss	dev_uuas
0	1.265910	2.614800	0.0907
1	1.238973	3.369485	0.0877
2	1.160207	3.627001	0.0871
3	1.140474	3.670298	0.0871
4	1.137568	3.674433	0.0871
5	1.137177	3.674846	0.0871
