epoch	train_loss	dev_loss	dev_uuas
0	1.261412	1.776943	0.0802
1	1.245882	1.769214	0.0890
2	1.245904	1.778748	0.0839
3	1.152981	1.766553	0.0849
4	1.138753	1.754117	0.0878
5	1.135589	1.748867	0.0888
6	1.133984	1.754610	0.0878
7	1.120059	1.752942	0.0870
8	1.116918	1.753083	0.0870
9	1.116499	1.753100	0.0870
10	1.116457	1.753099	0.0869
