epoch	relation	uuas	correct	total
0	acomp	0.6667	32	48
0	advcl	0.1058	31	293
0	advmod	0.4710	601	1276
0	amod	0.5363	1344	2506
0	appos	0.4022	111	276
0	aux	0.5935	736	1240
0	auxpass	0.6748	193	286
0	cc	0.1785	179	1003
0	ccomp	0.2514	139	553
0	conj	0.3340	337	1009
0	cop	0.4273	141	330
0	csubj	0.3333	5	15
0	csubjpass	0.0000	0	1
0	dep	0.3865	218	564
0	det	0.3273	1089	3327
0	discourse	0.2857	2	7
0	dobj	0.5101	835	1637
0	expl	0.7812	25	32
0	iobj	0.5000	9	18
0	mark	0.2755	116	421
0	mwe	0.6275	32	51
0	neg	0.5176	103	199
0	nn	0.5415	1748	3228
0	npadvmod	0.7778	147	189
0	nsubj	0.4975	1383	2780
0	nsubjpass	0.2569	65	253
0	num	0.6786	779	1148
0	number	0.6250	280	448
0	parataxis	0.1786	10	56
0	pcomp	0.6250	130	208
0	pobj	0.4184	1567	3745
0	poss	0.3230	229	709
0	possessive	0.3882	165	425
0	preconj	0.0000	0	11
0	predet	0.2143	3	14
0	prep	0.5067	1917	3783
0	prt	0.6897	80	116
0	quantmod	0.3021	58	192
0	rcmod	0.3172	92	290
0	tmod	0.4303	105	244
0	vmod	0.5070	181	357
0	xcomp	0.6231	248	398
1	acomp	0.6667	32	48
1	advcl	0.1126	33	293
1	advmod	0.4467	570	1276
1	amod	0.5136	1287	2506
1	appos	0.3732	103	276
1	aux	0.6274	778	1240
1	auxpass	0.5979	171	286
1	cc	0.2144	215	1003
1	ccomp	0.2749	152	553
1	conj	0.3340	337	1009
1	cop	0.3818	126	330
1	csubj	0.2667	4	15
1	csubjpass	0.0000	0	1
1	dep	0.3599	203	564
1	det	0.2759	918	3327
1	discourse	0.4286	3	7
1	dobj	0.4930	807	1637
1	expl	0.4688	15	32
1	iobj	0.7778	14	18
1	mark	0.2019	85	421
1	mwe	0.7843	40	51
1	neg	0.4874	97	199
1	nn	0.5359	1730	3228
1	npadvmod	0.5714	108	189
1	nsubj	0.4903	1363	2780
1	nsubjpass	0.2569	65	253
1	num	0.5976	686	1148
1	number	0.3884	174	448
1	parataxis	0.1429	8	56
1	pcomp	0.5481	114	208
1	pobj	0.4352	1630	3745
1	poss	0.2468	175	709
1	possessive	0.2682	114	425
1	preconj	0.2727	3	11
1	predet	0.4286	6	14
1	prep	0.5139	1944	3783
1	prt	0.6897	80	116
1	quantmod	0.3958	76	192
1	rcmod	0.3138	91	290
1	tmod	0.3770	92	244
1	vmod	0.4370	156	357
1	xcomp	0.4774	190	398
2	acomp	0.6667	32	48
2	advcl	0.1160	34	293
2	advmod	0.5650	721	1276
2	amod	0.6233	1562	2506
2	appos	0.5145	142	276
2	aux	0.7952	986	1240
2	auxpass	0.8462	242	286
2	cc	0.2283	229	1003
2	ccomp	0.2803	155	553
2	conj	0.3479	351	1009
2	cop	0.5848	193	330
2	csubj	0.2667	4	15
2	csubjpass	0.0000	0	1
2	dep	0.4149	234	564
2	det	0.4091	1361	3327
2	discourse	0.1429	1	7
2	dobj	0.6292	1030	1637
2	expl	0.8125	26	32
2	iobj	0.9444	17	18
2	mark	0.3135	132	421
2	mwe	0.8627	44	51
2	neg	0.7286	145	199
2	nn	0.6286	2029	3228
2	npadvmod	0.8042	152	189
2	nsubj	0.5853	1627	2780
2	nsubjpass	0.4545	115	253
2	num	0.7866	903	1148
2	number	0.6562	294	448
2	parataxis	0.2143	12	56
2	pcomp	0.7404	154	208
2	pobj	0.5041	1888	3745
2	poss	0.3597	255	709
2	possessive	0.4729	201	425
2	preconj	0.2727	3	11
2	predet	0.3571	5	14
2	prep	0.6468	2447	3783
2	prt	0.8103	94	116
2	quantmod	0.3542	68	192
2	rcmod	0.4138	120	290
2	tmod	0.5328	130	244
2	vmod	0.5658	202	357
2	xcomp	0.6935	276	398
3	acomp	0.7500	36	48
3	advcl	0.1297	38	293
3	advmod	0.5815	742	1276
3	amod	0.6169	1546	2506
3	appos	0.5326	147	276
3	aux	0.8000	992	1240
3	auxpass	0.8636	247	286
3	cc	0.2273	228	1003
3	ccomp	0.2911	161	553
3	conj	0.3449	348	1009
3	cop	0.5939	196	330
3	csubj	0.2667	4	15
3	csubjpass	0.0000	0	1
3	dep	0.4043	228	564
3	det	0.4160	1384	3327
3	discourse	0.2857	2	7
3	dobj	0.6420	1051	1637
3	expl	0.8750	28	32
3	iobj	0.8889	16	18
3	mark	0.3040	128	421
3	mwe	0.8627	44	51
3	neg	0.7286	145	199
3	nn	0.6292	2031	3228
3	npadvmod	0.8095	153	189
3	nsubj	0.6032	1677	2780
3	nsubjpass	0.4625	117	253
3	num	0.7979	916	1148
3	number	0.7076	317	448
3	parataxis	0.1964	11	56
3	pcomp	0.7115	148	208
3	pobj	0.4876	1826	3745
3	poss	0.3554	252	709
3	possessive	0.4518	192	425
3	preconj	0.0909	1	11
3	predet	0.5000	7	14
3	prep	0.6328	2394	3783
3	prt	0.8103	94	116
3	quantmod	0.3854	74	192
3	rcmod	0.4379	127	290
3	tmod	0.5328	130	244
3	vmod	0.5910	211	357
3	xcomp	0.6910	275	398
4	acomp	0.7083	34	48
4	advcl	0.1331	39	293
4	advmod	0.5909	754	1276
4	amod	0.6237	1563	2506
4	appos	0.5181	143	276
4	aux	0.8121	1007	1240
4	auxpass	0.8636	247	286
4	cc	0.2463	247	1003
4	ccomp	0.3056	169	553
4	conj	0.3429	346	1009
4	cop	0.6152	203	330
4	csubj	0.3333	5	15
4	csubjpass	0.0000	0	1
4	dep	0.4113	232	564
4	det	0.4046	1346	3327
4	discourse	0.2857	2	7
4	dobj	0.6457	1057	1637
4	expl	0.8750	28	32
4	iobj	0.8889	16	18
4	mark	0.3088	130	421
4	mwe	0.8431	43	51
4	neg	0.7186	143	199
4	nn	0.6217	2007	3228
4	npadvmod	0.8307	157	189
4	nsubj	0.6036	1678	2780
4	nsubjpass	0.4506	114	253
4	num	0.7970	915	1148
4	number	0.6607	296	448
4	parataxis	0.1964	11	56
4	pcomp	0.7163	149	208
4	pobj	0.5095	1908	3745
4	poss	0.3611	256	709
4	possessive	0.4847	206	425
4	preconj	0.1818	2	11
4	predet	0.5000	7	14
4	prep	0.6463	2445	3783
4	prt	0.8190	95	116
4	quantmod	0.3594	69	192
4	rcmod	0.4241	123	290
4	tmod	0.5492	134	244
4	vmod	0.5938	212	357
4	xcomp	0.6985	278	398
5	acomp	0.7292	35	48
5	advcl	0.1399	41	293
5	advmod	0.5909	754	1276
5	amod	0.6169	1546	2506
5	appos	0.5000	138	276
5	aux	0.8129	1008	1240
5	auxpass	0.8566	245	286
5	cc	0.2532	254	1003
5	ccomp	0.3074	170	553
5	conj	0.3429	346	1009
5	cop	0.6212	205	330
5	csubj	0.3333	5	15
5	csubjpass	0.0000	0	1
5	dep	0.4078	230	564
5	det	0.4085	1359	3327
5	discourse	0.1429	1	7
5	dobj	0.6439	1054	1637
5	expl	0.8750	28	32
5	iobj	0.8889	16	18
5	mark	0.3088	130	421
5	mwe	0.8235	42	51
5	neg	0.7236	144	199
5	nn	0.6233	2012	3228
5	npadvmod	0.8201	155	189
5	nsubj	0.5978	1662	2780
5	nsubjpass	0.4506	114	253
5	num	0.7936	911	1148
5	number	0.6250	280	448
5	parataxis	0.1964	11	56
5	pcomp	0.7260	151	208
5	pobj	0.5127	1920	3745
5	poss	0.3611	256	709
5	possessive	0.4824	205	425
5	preconj	0.1818	2	11
5	predet	0.5000	7	14
5	prep	0.6482	2452	3783
5	prt	0.8190	95	116
5	quantmod	0.3542	68	192
5	rcmod	0.4172	121	290
5	tmod	0.5533	135	244
5	vmod	0.5882	210	357
5	xcomp	0.6935	276	398
6	acomp	0.6875	33	48
6	advcl	0.1399	41	293
6	advmod	0.5854	747	1276
6	amod	0.6149	1541	2506
6	appos	0.5109	141	276
6	aux	0.8105	1005	1240
6	auxpass	0.8566	245	286
6	cc	0.2582	259	1003
6	ccomp	0.3092	171	553
6	conj	0.3439	347	1009
6	cop	0.6242	206	330
6	csubj	0.3333	5	15
6	csubjpass	0.0000	0	1
6	dep	0.4113	232	564
6	det	0.4082	1358	3327
6	discourse	0.2857	2	7
6	dobj	0.6451	1056	1637
6	expl	0.8750	28	32
6	iobj	0.8889	16	18
6	mark	0.3112	131	421
6	mwe	0.8627	44	51
6	neg	0.7337	146	199
6	nn	0.6242	2015	3228
6	npadvmod	0.8201	155	189
6	nsubj	0.6011	1671	2780
6	nsubjpass	0.4545	115	253
6	num	0.7901	907	1148
6	number	0.6049	271	448
6	parataxis	0.1964	11	56
6	pcomp	0.7404	154	208
6	pobj	0.5105	1912	3745
6	poss	0.3583	254	709
6	possessive	0.4800	204	425
6	preconj	0.1818	2	11
6	predet	0.5000	7	14
6	prep	0.6511	2463	3783
6	prt	0.8017	93	116
6	quantmod	0.3594	69	192
6	rcmod	0.4276	124	290
6	tmod	0.5492	134	244
6	vmod	0.5882	210	357
6	xcomp	0.7035	280	398
7	acomp	0.6875	33	48
7	advcl	0.1365	40	293
7	advmod	0.5854	747	1276
7	amod	0.6165	1545	2506
7	appos	0.5109	141	276
7	aux	0.8105	1005	1240
7	auxpass	0.8566	245	286
7	cc	0.2572	258	1003
7	ccomp	0.3056	169	553
7	conj	0.3449	348	1009
7	cop	0.6152	203	330
7	csubj	0.3333	5	15
7	csubjpass	0.0000	0	1
7	dep	0.4131	233	564
7	det	0.4028	1340	3327
7	discourse	0.2857	2	7
7	dobj	0.6439	1054	1637
7	expl	0.8750	28	32
7	iobj	0.8889	16	18
7	mark	0.3135	132	421
7	mwe	0.8627	44	51
7	neg	0.7286	145	199
