epoch	train_loss	dev_loss	dev_uuas
0	1.267424	2.415529	0.0850
1	1.238016	3.303091	0.0801
2	1.163014	3.605505	0.0798
3	1.145117	3.648143	0.0798
4	1.142314	3.650429	0.0800
5	1.141977	3.651047	0.0800
