epoch	relation	uuas	correct	total
0	acomp	0.7917	38	48
0	advcl	0.1536	45	293
0	advmod	0.5972	762	1276
0	amod	0.6552	1642	2506
0	appos	0.2971	82	276
0	aux	0.7460	925	1240
0	auxpass	0.8007	229	286
0	cc	0.4307	432	1003
0	ccomp	0.4430	245	553
0	conj	0.3697	373	1009
0	cop	0.6333	209	330
0	csubj	0.2667	4	15
0	csubjpass	1.0000	1	1
0	dep	0.4025	227	564
0	det	0.6459	2149	3327
0	discourse	0.1429	1	7
0	dobj	0.7288	1193	1637
0	expl	0.7812	25	32
0	iobj	0.7222	13	18
0	mark	0.4394	185	421
0	mwe	0.9412	48	51
0	neg	0.5678	113	199
0	nn	0.6431	2076	3228
0	npadvmod	0.7302	138	189
0	nsubj	0.5773	1605	2780
0	nsubjpass	0.3715	94	253
0	num	0.7718	886	1148
0	number	0.7232	324	448
0	parataxis	0.1786	10	56
0	pcomp	0.8462	176	208
0	pobj	0.7223	2705	3745
0	poss	0.4386	311	709
0	possessive	0.6541	278	425
0	preconj	0.3636	4	11
0	predet	0.2143	3	14
0	prep	0.6764	2559	3783
0	prt	0.8103	94	116
0	quantmod	0.4688	90	192
0	rcmod	0.3241	94	290
0	tmod	0.5533	135	244
0	vmod	0.4510	161	357
0	xcomp	0.6482	258	398
1	acomp	0.7500	36	48
1	advcl	0.1195	35	293
1	advmod	0.6301	804	1276
1	amod	0.6919	1734	2506
1	appos	0.3768	104	276
1	aux	0.7379	915	1240
1	auxpass	0.8601	246	286
1	cc	0.3749	376	1003
1	ccomp	0.4195	232	553
1	conj	0.4301	434	1009
1	cop	0.7030	232	330
1	csubj	0.1333	2	15
1	csubjpass	1.0000	1	1
1	dep	0.4131	233	564
1	det	0.6144	2044	3327
1	discourse	0.2857	2	7
1	dobj	0.7257	1188	1637
1	expl	0.8750	28	32
1	iobj	0.7222	13	18
1	mark	0.4347	183	421
1	mwe	0.9608	49	51
1	neg	0.6683	133	199
1	nn	0.6781	2189	3228
1	npadvmod	0.7249	137	189
1	nsubj	0.6097	1695	2780
1	nsubjpass	0.4111	104	253
1	num	0.8145	935	1148
1	number	0.7946	356	448
1	parataxis	0.1786	10	56
1	pcomp	0.7933	165	208
1	pobj	0.7437	2785	3745
1	poss	0.4457	316	709
1	possessive	0.5859	249	425
1	preconj	0.5455	6	11
1	predet	0.5000	7	14
1	prep	0.6622	2505	3783
1	prt	0.9052	105	116
1	quantmod	0.5677	109	192
1	rcmod	0.2966	86	290
