epoch	relation	uuas	correct	total
0	acomp	0.9167	44	48
0	advcl	0.1092	32	293
0	advmod	0.6622	845	1276
0	amod	0.7394	1853	2506
0	appos	0.5217	144	276
0	aux	0.6823	846	1240
0	auxpass	0.8252	236	286
0	cc	0.4028	404	1003
0	ccomp	0.4322	239	553
0	conj	0.4906	495	1009
0	cop	0.5909	195	330
0	csubj	0.5333	8	15
0	csubjpass	1.0000	1	1
0	dep	0.4220	238	564
0	det	0.7394	2460	3327
0	discourse	0.4286	3	7
0	dobj	0.7202	1179	1637
0	expl	0.9062	29	32
0	iobj	0.6111	11	18
0	mark	0.4133	174	421
0	mwe	1.0000	51	51
0	neg	0.4271	85	199
0	nn	0.6976	2252	3228
0	npadvmod	0.6455	122	189
0	nsubj	0.6453	1794	2780
0	nsubjpass	0.5810	147	253
0	num	0.7718	886	1148
0	number	0.7388	331	448
0	parataxis	0.2321	13	56
0	pcomp	0.7596	158	208
0	pobj	0.6270	2348	3745
0	poss	0.5825	413	709
0	possessive	0.3129	133	425
0	preconj	0.4545	5	11
0	predet	0.6429	9	14
0	prep	0.7190	2720	3783
0	prt	0.9483	110	116
0	quantmod	0.5469	105	192
0	rcmod	0.3621	105	290
0	tmod	0.6189	151	244
0	vmod	0.5770	206	357
0	xcomp	0.6307	251	398
1	acomp	0.8333	40	48
1	advcl	0.1160	34	293
1	advmod	0.6591	841	1276
1	amod	0.7578	1899	2506
1	appos	0.4855	134	276
1	aux	0.6387	792	1240
1	auxpass	0.6573	188	286
1	cc	0.3789	380	1003
1	ccomp	0.4358	241	553
1	conj	0.4955	500	1009
1	cop	0.5212	172	330
1	csubj	0.6667	10	15
1	csubjpass	1.0000	1	1
1	dep	0.4539	256	564
1	det	0.6664	2217	3327
1	discourse	0.5714	4	7
1	dobj	0.7184	1176	1637
1	expl	0.8438	27	32
1	iobj	0.5556	10	18
1	mark	0.3682	155	421
1	mwe	1.0000	51	51
1	neg	0.3568	71	199
1	nn	0.6890	2224	3228
