epoch	train_loss	dev_loss	dev_uuas
0	1.259486	2.070284	0.0880
1	1.237203	2.430694	0.0908
2	1.154700	2.584260	0.0919
3	1.133653	2.618255	0.0923
4	1.130459	2.620558	0.0922
5	1.130047	2.620671	0.0922
