epoch	relation	uuas	correct	total
0	acomp	0.0625	3	48
0	advcl	0.0956	28	293
0	advmod	0.0776	99	1276
0	amod	0.1237	310	2506
0	appos	0.1449	40	276
0	aux	0.0637	79	1240
0	auxpass	0.0524	15	286
0	cc	0.0738	74	1003
0	ccomp	0.0651	36	553
0	conj	0.1477	149	1009
0	cop	0.1182	39	330
0	csubj	0.0667	1	15
0	csubjpass	0.0000	0	1
0	dep	0.1135	64	564
0	det	0.0736	245	3327
0	discourse	0.1429	1	7
0	dobj	0.0678	111	1637
0	expl	0.1875	6	32
0	iobj	0.1111	2	18
0	mark	0.0546	23	421
0	mwe	0.0000	0	51
0	neg	0.1960	39	199
0	nn	0.1255	405	3228
0	npadvmod	0.0265	5	189
0	nsubj	0.0993	276	2780
0	nsubjpass	0.1107	28	253
0	num	0.0949	109	1148
0	number	0.0960	43	448
0	parataxis	0.1071	6	56
0	pcomp	0.0817	17	208
0	pobj	0.0678	254	3745
0	poss	0.0677	48	709
0	possessive	0.2235	95	425
0	preconj	0.1818	2	11
0	predet	0.0000	0	14
0	prep	0.0518	196	3783
0	prt	0.0431	5	116
0	quantmod	0.0729	14	192
0	rcmod	0.1103	32	290
0	tmod	0.0656	16	244
0	vmod	0.0560	20	357
0	xcomp	0.0704	28	398
1	acomp	0.0417	2	48
1	advcl	0.0887	26	293
1	advmod	0.0878	112	1276
1	amod	0.1261	316	2506
1	appos	0.1268	35	276
1	aux	0.0629	78	1240
1	auxpass	0.0734	21	286
1	cc	0.0867	87	1003
1	ccomp	0.0615	34	553
1	conj	0.1259	127	1009
1	cop	0.1152	38	330
1	csubj	0.0000	0	15
1	csubjpass	0.0000	0	1
1	dep	0.1064	60	564
1	det	0.0848	282	3327
1	discourse	0.1429	1	7
1	dobj	0.0764	125	1637
1	expl	0.2500	8	32
1	iobj	0.0556	1	18
1	mark	0.0689	29	421
1	mwe	0.0588	3	51
1	neg	0.1859	37	199
1	nn	0.1310	423	3228
1	npadvmod	0.0582	11	189
1	nsubj	0.1025	285	2780
1	nsubjpass	0.0751	19	253
1	num	0.0993	114	1148
1	number	0.1049	47	448
1	parataxis	0.1250	7	56
1	pcomp	0.0769	16	208
1	pobj	0.0678	254	3745
1	poss	0.0818	58	709
1	possessive	0.1718	73	425
1	preconj	0.0909	1	11
1	predet	0.0000	0	14
1	prep	0.0547	207	3783
1	prt	0.0776	9	116
1	quantmod	0.0625	12	192
1	rcmod	0.0724	21	290
1	tmod	0.0861	21	244
1	vmod	0.0868	31	357
1	xcomp	0.0704	28	398
2	acomp	0.0208	1	48
2	advcl	0.0819	24	293
2	advmod	0.0909	116	1276
2	amod	0.1241	311	2506
2	appos	0.1341	37	276
2	aux	0.0605	75	1240
2	auxpass	0.0664	19	286
2	cc	0.0668	67	1003
2	ccomp	0.0633	35	553
2	conj	0.1328	134	1009
2	cop	0.1515	50	330
2	csubj	0.1333	2	15
2	csubjpass	0.0000	0	1
2	dep	0.1064	60	564
2	det	0.0766	255	3327
2	discourse	0.0000	0	7
2	dobj	0.0770	126	1637
2	expl	0.2188	7	32
2	iobj	0.0556	1	18
2	mark	0.0570	24	421
2	mwe	0.0392	2	51
2	neg	0.2010	40	199
2	nn	0.1329	429	3228
2	npadvmod	0.0529	10	189
2	nsubj	0.1083	301	2780
2	nsubjpass	0.0870	22	253
2	num	0.1054	121	1148
2	number	0.1071	48	448
2	parataxis	0.1250	7	56
2	pcomp	0.0721	15	208
2	pobj	0.0732	274	3745
2	poss	0.0733	52	709
2	possessive	0.1906	81	425
2	preconj	0.1818	2	11
2	predet	0.0000	0	14
2	prep	0.0603	228	3783
2	prt	0.0431	5	116
2	quantmod	0.0573	11	192
2	rcmod	0.0828	24	290
2	tmod	0.0943	23	244
2	vmod	0.0784	28	357
2	xcomp	0.0704	28	398
3	acomp	0.0417	2	48
3	advcl	0.0853	25	293
3	advmod	0.0917	117	1276
3	amod	0.1213	304	2506
3	appos	0.1486	41	276
3	aux	0.0605	75	1240
3	auxpass	0.0734	21	286
3	cc	0.0688	69	1003
3	ccomp	0.0633	35	553
3	conj	0.1348	136	1009
3	cop	0.1485	49	330
3	csubj	0.1333	2	15
3	csubjpass	0.0000	0	1
3	dep	0.1082	61	564
3	det	0.0787	262	3327
3	discourse	0.0000	0	7
3	dobj	0.0764	125	1637
3	expl	0.1875	6	32
