epoch	train_loss	dev_loss	dev_uuas
0	1.263903	2.444005	0.0872
1	1.237615	3.024861	0.0894
2	1.158772	3.235885	0.0886
3	1.139052	3.272154	0.0887
4	1.135948	3.276113	0.0886
5	1.135566	3.276453	0.0887
