epoch	relation	uuas	correct	total
0	acomp	0.8542	41	48
0	advcl	0.1024	30	293
0	advmod	0.6724	858	1276
0	amod	0.7690	1927	2506
0	appos	0.5326	147	276
0	aux	0.6782	841	1240
0	auxpass	0.8007	229	286
0	cc	0.4207	422	1003
0	ccomp	0.4557	252	553
0	conj	0.5164	521	1009
0	cop	0.6121	202	330
0	csubj	0.7333	11	15
0	csubjpass	0.0000	0	1
0	dep	0.4450	251	564
0	det	0.6793	2260	3327
0	discourse	0.4286	3	7
0	dobj	0.7367	1206	1637
0	expl	0.8438	27	32
0	iobj	0.8333	15	18
0	mark	0.4608	194	421
0	mwe	0.9804	50	51
0	neg	0.5477	109	199
0	nn	0.7144	2306	3228
0	npadvmod	0.7619	144	189
0	nsubj	0.6655	1850	2780
0	nsubjpass	0.6087	154	253
0	num	0.7944	912	1148
0	number	0.8326	373	448
0	parataxis	0.2321	13	56
0	pcomp	0.7596	158	208
0	pobj	0.6441	2412	3745
0	poss	0.5360	380	709
0	possessive	0.3671	156	425
0	preconj	0.1818	2	11
0	predet	0.1429	2	14
0	prep	0.7164	2710	3783
0	prt	0.9052	105	116
0	quantmod	0.5208	100	192
0	rcmod	0.2931	85	290
0	tmod	0.5533	135	244
0	vmod	0.5630	201	357
0	xcomp	0.6181	246	398
1	acomp	0.8750	42	48
1	advcl	0.1229	36	293
1	advmod	0.6622	845	1276
1	amod	0.7765	1946	2506
1	appos	0.4674	129	276
1	aux	0.6589	817	1240
1	auxpass	0.7902	226	286
1	cc	0.4028	404	1003
1	ccomp	0.4557	252	553
1	conj	0.4916	496	1009
1	cop	0.5970	197	330
1	csubj	0.9333	14	15
1	csubjpass	0.0000	0	1
1	dep	0.4557	257	564
1	det	0.6598	2195	3327
1	discourse	0.2857	2	7
1	dobj	0.7666	1255	1637
1	expl	0.8750	28	32
1	iobj	0.5000	9	18
1	mark	0.4181	176	421
1	mwe	1.0000	51	51
1	neg	0.4121	82	199
1	nn	0.7032	2270	3228
1	npadvmod	0.8095	153	189
1	nsubj	0.6698	1862	2780
1	nsubjpass	0.6285	159	253
1	num	0.7936	911	1148
1	number	0.8103	363	448
1	parataxis	0.1786	10	56
1	pcomp	0.7644	159	208
1	pobj	0.5832	2184	3745
1	poss	0.5289	375	709
1	possessive	0.3671	156	425
1	preconj	0.0909	1	11
1	predet	0.4286	6	14
1	prep	0.6913	2615	3783
1	prt	0.9052	105	116
1	quantmod	0.5208	100	192
1	rcmod	0.3586	104	290
1	tmod	0.5574	136	244
1	vmod	0.6471	231	357
1	xcomp	0.7136	284	398
2	acomp	0.8750	42	48
2	advcl	0.1229	36	293
2	advmod	0.7516	959	1276
2	amod	0.8348	2092	2506
2	appos	0.6087	168	276
2	aux	0.7919	982	1240
2	auxpass	0.8741	250	286
2	cc	0.5494	551	1003
2	ccomp	0.6184	342	553
2	conj	0.5154	520	1009
2	cop	0.6788	224	330
2	csubj	0.7333	11	15
2	csubjpass	0.0000	0	1
2	dep	0.5177	292	564
2	det	0.8010	2665	3327
2	discourse	0.5714	4	7
2	dobj	0.8485	1389	1637
2	expl	0.8438	27	32
2	iobj	0.7778	14	18
2	mark	0.5891	248	421
2	mwe	1.0000	51	51
2	neg	0.7286	145	199
2	nn	0.7481	2415	3228
2	npadvmod	0.8995	170	189
2	nsubj	0.7683	2136	2780
2	nsubjpass	0.7747	196	253
2	num	0.8798	1010	1148
2	number	0.8817	395	448
2	parataxis	0.2679	15	56
2	pcomp	0.8606	179	208
2	pobj	0.7987	2991	3745
2	poss	0.6192	439	709
2	possessive	0.4141	176	425
2	preconj	0.2727	3	11
2	predet	0.7143	10	14
2	prep	0.7912	2993	3783
2	prt	0.9655	112	116
2	quantmod	0.5938	114	192
2	rcmod	0.4310	125	290
2	tmod	0.7090	173	244
2	vmod	0.6975	249	357
2	xcomp	0.8090	322	398
3	acomp	0.9583	46	48
3	advcl	0.1536	45	293
3	advmod	0.7429	948	1276
3	amod	0.8352	2093	2506
3	appos	0.6558	181	276
3	aux	0.7984	990	1240
3	auxpass	0.8811	252	286
3	cc	0.5533	555	1003
3	ccomp	0.6329	350	553
3	conj	0.5372	542	1009
3	cop	0.6848	226	330
3	csubj	0.7333	11	15
3	csubjpass	0.0000	0	1
3	dep	0.5071	286	564
3	det	0.8070	2685	3327
3	discourse	0.5714	4	7
3	dobj	0.8528	1396	1637
3	expl	0.8750	28	32
3	iobj	0.8333	15	18
