epoch	relation	uuas	correct	total
0	acomp	0.0833	4	48
0	advcl	0.1229	36	293
0	advmod	0.0768	98	1276
0	amod	0.1145	287	2506
0	appos	0.1486	41	276
0	aux	0.0734	91	1240
0	auxpass	0.0839	24	286
0	cc	0.0568	57	1003
0	ccomp	0.0398	22	553
0	conj	0.1179	119	1009
0	cop	0.1182	39	330
0	csubj	0.2000	3	15
0	csubjpass	0.0000	0	1
0	dep	0.1383	78	564
0	det	0.0559	186	3327
0	discourse	0.1429	1	7
0	dobj	0.0641	105	1637
0	expl	0.0625	2	32
0	iobj	0.0556	1	18
0	mark	0.0546	23	421
0	mwe	0.0000	0	51
0	neg	0.2764	55	199
0	nn	0.1100	355	3228
0	npadvmod	0.0106	2	189
0	nsubj	0.0957	266	2780
0	nsubjpass	0.0909	23	253
0	num	0.1028	118	1148
0	number	0.1205	54	448
0	parataxis	0.0714	4	56
0	pcomp	0.0721	15	208
0	pobj	0.0705	264	3745
0	poss	0.0663	47	709
0	possessive	0.2282	97	425
0	preconj	0.0909	1	11
0	predet	0.1429	2	14
0	prep	0.0534	202	3783
0	prt	0.0517	6	116
0	quantmod	0.0781	15	192
0	rcmod	0.0759	22	290
0	tmod	0.0984	24	244
0	vmod	0.0588	21	357
0	xcomp	0.0678	27	398
1	acomp	0.0625	3	48
1	advcl	0.0887	26	293
1	advmod	0.0823	105	1276
1	amod	0.1253	314	2506
1	appos	0.1341	37	276
1	aux	0.0718	89	1240
1	auxpass	0.0629	18	286
1	cc	0.0489	49	1003
1	ccomp	0.0633	35	553
1	conj	0.1239	125	1009
1	cop	0.0939	31	330
1	csubj	0.1333	2	15
1	csubjpass	0.0000	0	1
1	dep	0.1348	76	564
1	det	0.0421	140	3327
1	discourse	0.1429	1	7
1	dobj	0.0593	97	1637
1	expl	0.0938	3	32
1	iobj	0.0556	1	18
1	mark	0.0618	26	421
1	mwe	0.0000	0	51
1	neg	0.2563	51	199
1	nn	0.1106	357	3228
1	npadvmod	0.0317	6	189
1	nsubj	0.0921	256	2780
1	nsubjpass	0.1107	28	253
1	num	0.1080	124	1148
1	number	0.1295	58	448
1	parataxis	0.0714	4	56
1	pcomp	0.0962	20	208
1	pobj	0.0716	268	3745
1	poss	0.0578	41	709
1	possessive	0.2118	90	425
1	preconj	0.0909	1	11
1	predet	0.0714	1	14
1	prep	0.0592	224	3783
1	prt	0.0862	10	116
1	quantmod	0.0938	18	192
1	rcmod	0.0966	28	290
1	tmod	0.0984	24	244
1	vmod	0.0812	29	357
1	xcomp	0.0779	31	398
2	acomp	0.0417	2	48
2	advcl	0.0887	26	293
2	advmod	0.0799	102	1276
2	amod	0.1193	299	2506
2	appos	0.1232	34	276
2	aux	0.0774	96	1240
2	auxpass	0.0594	17	286
2	cc	0.0449	45	1003
2	ccomp	0.0615	34	553
2	conj	0.1160	117	1009
2	cop	0.1121	37	330
2	csubj	0.1333	2	15
2	csubjpass	0.0000	0	1
2	dep	0.1418	80	564
2	det	0.0538	179	3327
2	discourse	0.1429	1	7
2	dobj	0.0580	95	1637
2	expl	0.1875	6	32
2	iobj	0.0556	1	18
2	mark	0.0570	24	421
2	mwe	0.0196	1	51
2	neg	0.2814	56	199
2	nn	0.1165	376	3228
2	npadvmod	0.0265	5	189
2	nsubj	0.0996	277	2780
2	nsubjpass	0.0870	22	253
2	num	0.1237	142	1148
2	number	0.1317	59	448
2	parataxis	0.0893	5	56
2	pcomp	0.0625	13	208
2	pobj	0.0646	242	3745
2	poss	0.0663	47	709
2	possessive	0.2235	95	425
2	preconj	0.0000	0	11
2	predet	0.0714	1	14
2	prep	0.0568	215	3783
2	prt	0.1207	14	116
2	quantmod	0.0833	16	192
2	rcmod	0.1000	29	290
2	tmod	0.1025	25	244
2	vmod	0.0644	23	357
2	xcomp	0.0854	34	398
3	acomp	0.0417	2	48
3	advcl	0.0853	25	293
3	advmod	0.0799	102	1276
3	amod	0.1185	297	2506
3	appos	0.1196	33	276
3	aux	0.0734	91	1240
3	auxpass	0.0629	18	286
3	cc	0.0499	50	1003
3	ccomp	0.0615	34	553
3	conj	0.1140	115	1009
3	cop	0.1121	37	330
3	csubj	0.1333	2	15
3	csubjpass	0.0000	0	1
3	dep	0.1365	77	564
3	det	0.0556	185	3327
3	discourse	0.1429	1	7
3	dobj	0.0525	86	1637
3	expl	0.1562	5	32
3	iobj	0.0556	1	18
3	mark	0.0523	22	421
3	mwe	0.0392	2	51
3	neg	0.2714	54	199
3	nn	0.1162	375	3228
3	npadvmod	0.0265	5	189
3	nsubj	0.1036	288	2780
3	nsubjpass	0.0791	20	253
3	num	0.1211	139	1148
3	number	0.1317	59	448
3	parataxis	0.0893	5	56
3	pcomp	0.0673	14	208
3	pobj	0.0641	240	3745
