epoch	relation	uuas	correct	total
0	acomp	0.8750	42	48
0	advcl	0.1570	46	293
0	advmod	0.6755	862	1276
0	amod	0.7458	1869	2506
0	appos	0.5217	144	276
0	aux	0.6621	821	1240
0	auxpass	0.7517	215	286
0	cc	0.3908	392	1003
0	ccomp	0.5081	281	553
0	conj	0.5045	509	1009
0	cop	0.6636	219	330
0	csubj	0.6000	9	15
0	csubjpass	0.0000	0	1
0	dep	0.4450	251	564
0	det	0.6742	2243	3327
0	discourse	0.2857	2	7
0	dobj	0.7563	1238	1637
0	expl	0.8125	26	32
0	iobj	0.6111	11	18
0	mark	0.4109	173	421
0	mwe	0.9804	50	51
0	neg	0.4975	99	199
0	nn	0.7156	2310	3228
0	npadvmod	0.6772	128	189
0	nsubj	0.6658	1851	2780
0	nsubjpass	0.6324	160	253
0	num	0.8136	934	1148
0	number	0.7902	354	448
0	parataxis	0.3036	17	56
0	pcomp	0.7644	159	208
0	pobj	0.6598	2471	3745
0	poss	0.5444	386	709
0	possessive	0.3247	138	425
0	preconj	0.4545	5	11
0	predet	0.5714	8	14
0	prep	0.7005	2650	3783
0	prt	0.8793	102	116
0	quantmod	0.5729	110	192
0	rcmod	0.3379	98	290
0	tmod	0.5410	132	244
0	vmod	0.6246	223	357
0	xcomp	0.7010	279	398
1	acomp	0.8750	42	48
1	advcl	0.1468	43	293
1	advmod	0.6583	840	1276
1	amod	0.7510	1882	2506
1	appos	0.4819	133	276
1	aux	0.6984	866	1240
1	auxpass	0.7168	205	286
1	cc	0.4187	420	1003
1	ccomp	0.5353	296	553
1	conj	0.5074	512	1009
1	cop	0.5788	191	330
1	csubj	0.4000	6	15
1	csubjpass	0.0000	0	1
1	dep	0.4291	242	564
1	det	0.7024	2337	3327
1	discourse	0.5714	4	7
1	dobj	0.7685	1258	1637
1	expl	0.9688	31	32
1	iobj	0.6111	11	18
1	mark	0.3990	168	421
1	mwe	1.0000	51	51
1	neg	0.6181	123	199
1	nn	0.7125	2300	3228
1	npadvmod	0.7037	133	189
1	nsubj	0.6626	1842	2780
1	nsubjpass	0.6601	167	253
1	num	0.7936	911	1148
1	number	0.7902	354	448
1	parataxis	0.3036	17	56
1	pcomp	0.7356	153	208
1	pobj	0.6288	2355	3745
1	poss	0.5656	401	709
1	possessive	0.3318	141	425
1	preconj	0.0909	1	11
1	predet	0.3571	5	14
1	prep	0.6987	2643	3783
1	prt	0.8621	100	116
1	quantmod	0.3906	75	192
1	rcmod	0.3000	87	290
1	tmod	0.6025	147	244
1	vmod	0.5994	214	357
1	xcomp	0.7286	290	398
2	acomp	0.8750	42	48
2	advcl	0.1399	41	293
2	advmod	0.7139	911	1276
2	amod	0.7949	1992	2506
2	appos	0.5761	159	276
2	aux	0.7790	966	1240
2	auxpass	0.8776	251	286
2	cc	0.5234	525	1003
2	ccomp	0.6293	348	553
2	conj	0.4945	499	1009
2	cop	0.6758	223	330
2	csubj	0.7333	11	15
2	csubjpass	0.0000	0	1
2	dep	0.5160	291	564
2	det	0.7878	2621	3327
2	discourse	0.5714	4	7
2	dobj	0.8363	1369	1637
2	expl	0.9062	29	32
2	iobj	0.7222	13	18
2	mark	0.5439	229	421
2	mwe	1.0000	51	51
2	neg	0.6683	133	199
2	nn	0.7395	2387	3228
2	npadvmod	0.8624	163	189
2	nsubj	0.7522	2091	2780
2	nsubjpass	0.7431	188	253
2	num	0.8650	993	1148
2	number	0.8482	380	448
2	parataxis	0.3214	18	56
2	pcomp	0.8413	175	208
2	pobj	0.7920	2966	3745
2	poss	0.6135	435	709
2	possessive	0.3412	145	425
2	preconj	0.2727	3	11
2	predet	0.5000	7	14
2	prep	0.7774	2941	3783
2	prt	0.9052	105	116
2	quantmod	0.5625	108	192
2	rcmod	0.3897	113	290
2	tmod	0.6598	161	244
2	vmod	0.6919	247	357
2	xcomp	0.8065	321	398
3	acomp	0.8542	41	48
3	advcl	0.1536	45	293
3	advmod	0.7249	925	1276
3	amod	0.8069	2022	2506
3	appos	0.5833	161	276
3	aux	0.7758	962	1240
3	auxpass	0.8776	251	286
3	cc	0.5214	523	1003
3	ccomp	0.6239	345	553
3	conj	0.5233	528	1009
3	cop	0.6848	226	330
3	csubj	0.6000	9	15
3	csubjpass	0.0000	0	1
3	dep	0.5035	284	564
3	det	0.7980	2655	3327
3	discourse	0.5714	4	7
3	dobj	0.8351	1367	1637
3	expl	0.8125	26	32
3	iobj	0.7222	13	18
3	mark	0.5558	234	421
3	mwe	1.0000	51	51
3	neg	0.6633	132	199
3	nn	0.7506	2423	3228
3	npadvmod	0.8730	165	189
3	nsubj	0.7640	2124	2780
3	nsubjpass	0.7549	191	253
3	num	0.8728	1002	1148
3	number	0.8371	375	448
3	parataxis	0.3750	21	56
3	pcomp	0.8510	177	208
