epoch	relation	uuas	correct	total
0	acomp	0.8125	39	48
0	advcl	0.1092	32	293
0	advmod	0.6136	783	1276
0	amod	0.6632	1662	2506
0	appos	0.3333	92	276
0	aux	0.7718	957	1240
0	auxpass	0.7622	218	286
0	cc	0.3061	307	1003
0	ccomp	0.3888	215	553
0	conj	0.4083	412	1009
0	cop	0.6030	199	330
0	csubj	0.2667	4	15
0	csubjpass	1.0000	1	1
0	dep	0.4060	229	564
0	det	0.5903	1964	3327
0	discourse	0.1429	1	7
0	dobj	0.6842	1120	1637
0	expl	0.9375	30	32
0	iobj	0.6667	12	18
0	mark	0.4038	170	421
0	mwe	0.9020	46	51
0	neg	0.6533	130	199
0	nn	0.6537	2110	3228
0	npadvmod	0.6931	131	189
0	nsubj	0.6047	1681	2780
0	nsubjpass	0.4743	120	253
0	num	0.7561	868	1148
0	number	0.7143	320	448
0	parataxis	0.2321	13	56
0	pcomp	0.8413	175	208
0	pobj	0.6550	2453	3745
0	poss	0.4217	299	709
0	possessive	0.6424	273	425
0	preconj	0.3636	4	11
0	predet	0.5000	7	14
0	prep	0.6870	2599	3783
0	prt	0.8966	104	116
0	quantmod	0.5312	102	192
0	rcmod	0.2759	80	290
0	tmod	0.5820	142	244
0	vmod	0.4986	178	357
0	xcomp	0.5854	233	398
1	acomp	0.7083	34	48
1	advcl	0.1195	35	293
1	advmod	0.6176	788	1276
1	amod	0.6117	1533	2506
1	appos	0.3297	91	276
1	aux	0.7185	891	1240
1	auxpass	0.7552	216	286
1	cc	0.3599	361	1003
1	ccomp	0.3761	208	553
1	conj	0.3915	395	1009
1	cop	0.6182	204	330
1	csubj	0.1333	2	15
1	csubjpass	0.0000	0	1
1	dep	0.4060	229	564
1	det	0.6117	2035	3327
1	discourse	0.1429	1	7
1	dobj	0.6695	1096	1637
1	expl	0.9062	29	32
1	iobj	0.6667	12	18
1	mark	0.4086	172	421
1	mwe	1.0000	51	51
1	neg	0.7136	142	199
1	nn	0.6159	1988	3228
1	npadvmod	0.5026	95	189
1	nsubj	0.5665	1575	2780
1	nsubjpass	0.4190	106	253
1	num	0.6733	773	1148
1	number	0.7455	334	448
1	parataxis	0.2143	12	56
1	pcomp	0.7596	158	208
1	pobj	0.6507	2437	3745
1	poss	0.3498	248	709
1	possessive	0.5835	248	425
1	preconj	0.6364	7	11
1	predet	0.2857	4	14
1	prep	0.6931	2622	3783
1	prt	0.9655	112	116
1	quantmod	0.5156	99	192
1	rcmod	0.2828	82	290
1	tmod	0.5328	130	244
1	vmod	0.5126	183	357
1	xcomp	0.6030	240	398
2	acomp	0.7292	35	48
2	advcl	0.1331	39	293
2	advmod	0.5619	717	1276
2	amod	0.6153	1542	2506
2	appos	0.3080	85	276
2	aux	0.6847	849	1240
2	auxpass	0.7937	227	286
2	cc	0.3699	371	1003
2	ccomp	0.3201	177	553
2	conj	0.3588	362	1009
2	cop	0.5121	169	330
2	csubj	0.1333	2	15
2	csubjpass	0.0000	0	1
2	dep	0.4131	233	564
2	det	0.6567	2185	3327
2	discourse	0.1429	1	7
2	dobj	0.6677	1093	1637
2	expl	0.8438	27	32
2	iobj	0.7778	14	18
2	mark	0.3207	135	421
2	mwe	0.9412	48	51
2	neg	0.5578	111	199
2	nn	0.6109	1972	3228
