epoch	train_loss	dev_loss	dev_uuas
0	1.259189	1.859241	0.0817
1	1.241490	1.898478	0.0822
2	1.153418	1.918610	0.0832
3	1.130743	1.934505	0.0828
4	1.127255	1.935351	0.0830
5	1.126810	1.935618	0.0830
