epoch	relation	uuas	correct	total
0	acomp	0.8542	41	48
0	advcl	0.1229	36	293
0	advmod	0.6262	799	1276
0	amod	0.7267	1821	2506
0	appos	0.4022	111	276
0	aux	0.6992	867	1240
0	auxpass	0.7657	219	286
0	cc	0.3739	375	1003
0	ccomp	0.4557	252	553
0	conj	0.4559	460	1009
0	cop	0.5909	195	330
0	csubj	0.3333	5	15
0	csubjpass	0.0000	0	1
0	dep	0.4397	248	564
0	det	0.7181	2389	3327
0	discourse	0.1429	1	7
0	dobj	0.7422	1215	1637
0	expl	0.9062	29	32
0	iobj	0.6111	11	18
0	mark	0.3919	165	421
0	mwe	1.0000	51	51
0	neg	0.4271	85	199
0	nn	0.7038	2272	3228
0	npadvmod	0.7407	140	189
0	nsubj	0.6058	1684	2780
0	nsubjpass	0.4704	119	253
0	num	0.8397	964	1148
0	number	0.7455	334	448
0	parataxis	0.1786	10	56
0	pcomp	0.8221	171	208
0	pobj	0.6756	2530	3745
0	poss	0.5374	381	709
0	possessive	0.4212	179	425
0	preconj	0.3636	4	11
0	predet	0.3571	5	14
0	prep	0.7045	2665	3783
0	prt	0.9397	109	116
0	quantmod	0.3958	76	192
0	rcmod	0.3207	93	290
0	tmod	0.5656	138	244
0	vmod	0.5378	192	357
0	xcomp	0.6608	263	398
1	acomp	0.7917	38	48
1	advcl	0.0819	24	293
1	advmod	0.6701	855	1276
1	amod	0.7394	1853	2506
1	appos	0.4022	111	276
1	aux	0.7363	913	1240
1	auxpass	0.8042	230	286
1	cc	0.3958	397	1003
1	ccomp	0.4394	243	553
1	conj	0.4609	465	1009
1	cop	0.6182	204	330
1	csubj	0.4000	6	15
1	csubjpass	1.0000	1	1
1	dep	0.4113	232	564
1	det	0.7009	2332	3327
1	discourse	0.2857	2	7
1	dobj	0.6933	1135	1637
1	expl	0.8438	27	32
1	iobj	0.5556	10	18
1	mark	0.4323	182	421
1	mwe	1.0000	51	51
1	neg	0.7035	140	199
1	nn	0.6905	2229	3228
1	npadvmod	0.6508	123	189
1	nsubj	0.6040	1679	2780
1	nsubjpass	0.5217	132	253
1	num	0.7247	832	1148
1	number	0.7254	325	448
1	parataxis	0.1964	11	56
