epoch	train_loss	dev_loss	dev_uuas
0	1.260357	2.063904	0.0871
1	1.238244	2.391073	0.0832
2	1.155848	2.621760	0.0874
3	1.135158	2.659535	0.0880
4	1.131991	2.661051	0.0880
5	1.131590	2.661489	0.0880
